slug,short_name,full_name,logo_status,logo,source_page,source_url,review_note
"ini-ss","INI-SS","Institute of National Importance Super-Speciality Entrance Test","official_source_reviewed","/exam-logos/official-v1/f9b12d45fa2829cd8282bff2.webp","https://aiimsexams.ac.in/","https://aiimsexams.ac.in/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Faiims_logo.37b13df2.webp&w=256&q=75",""
"iemjee","IEMJEE","Insitute of Engineering and Management Joint Entrance Exam","official_source_reviewed","/exam-logos/official-v1/27c462899ec54684301d394d.webp","https://exam.iem.edu.in/","https://exam.iem.edu.in/assets/img/IEM_Logo.png",""
"institute-of-banking-personnel-selection-clerk","IBPS Clerk","Institute of Banking Personnel Selection-Clerk","official_source_reviewed","/exam-logos/official-v1/726bb8d844cfe9fb83a01aa8.webp","https://capp.ibps.in/","https://capp.ibps.in/assets/images/logos/logo.png",""
"itm-nest","ITM NEST","Institute of Technology and Management National Entrance and Scholarship Test","official_source_reviewed","/exam-logos/official-v1/a2302e7416cb3afad77c648c.webp","https://www.itmuniversity.ac.in/","https://resources.itmuniversity.ac.in/assets/images/companylogo/Logo_2.png",""
"ipmat","IPMAT","Integrated Programme in Management Aptitude Test (IPMAT)","official_source_reviewed","/exam-logos/official-v1/9676ad0d2eaa3dbc6ac2e5f1.webp","https://iimidr.ac.in/programmes/academic-programmes/five-year-integrated-programme-in-management-ipm/ipm-admissions-details/","https://iimidr.ac.in/wp-content/uploads/2024/09/iimi-logo-web1.png",""
"ipmat-indore","IPM AT Indore","Integrated Programme in Management Aptitude Test - IIM Indore","official_source_reviewed","/exam-logos/official-v1/9676ad0d2eaa3dbc6ac2e5f1.webp","https://iimidr.ac.in/programmes/academic-programmes/five-year-integrated-programme-in-management-ipm/ipm-admissions-details/","https://iimidr.ac.in/wp-content/uploads/2024/09/iimi-logo-web1.png",""
"ipu-cet","IPU CET","Guru Gobind Singh Indraprastha University Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/793b36b0759fbee98705a258.webp","https://www.ipu.ac.in/adm2026/adm2026main.php","https://www.ipu.ac.in/style/head_foot_img/220px-usemGuru_Gobind_Singh_Indraprastha_University12.png",""
"irmasat","IRMASAT","IRMA Social Awareness Test","official_source_reviewed","/exam-logos/official-v1/f66158f9da255070005b8da1.webp","https://admissions.irma.ac.in/admission/mba/admission-notice","https://admissions.irma.ac.in/images/logo.png",""
"isi-admission-test","ISI Admission Test","Indian Statistical Institute Admission Test","official_source_reviewed","/exam-logos/official-v1/3eddd4a582ef68be4c7b6643.webp","https://www.isical.ac.in/","https://www.isical.ac.in/isical_web/images/logo.png",""
"jain-jet","JET","JAIN Entrance Test","official_source_reviewed","/exam-logos/official-v1/2c42facc1cf033c7569f2ac4.webp","https://www.jainuniversity.ac.in/","https://www.jainuniversity.ac.in/jain/home/assets/images/ju-white-logo.png",""
"jmiee","JMIEE","Jamia Millia Islamia University Entrance entrance examination","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/f9/f9c5a8de2e2f8aed36495df27a7ebd3d23d9c66d94000c2fdc7d4382d7c075b6.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/f9/f9c5a8de2e2f8aed36495df27a7ebd3d23d9c66d94000c2fdc7d4382d7c075b6.webp",""
"jkpet","JKPET","Jammu and Kashmir Polytechnic Entrance Test","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/07/073425a64165315ce12fdbb4cf94031e83fe4e7d0d59b45190914a27a1230115.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/07/073425a64165315ce12fdbb4cf94031e83fe4e7d0d59b45190914a27a1230115.webp",""
"jipmer-pg","JIPMER PG","Jawaharlal Institute of Postgraduate Medical Education & Research (MD MS)","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/c6/c6b475278c654d8efcffa647464c0b222864fcebfbad93a1c3b66ee49e8ede11.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/c6/c6b475278c654d8efcffa647464c0b222864fcebfbad93a1c3b66ee49e8ede11.webp",""
"jawaharlal-nehru-university-combined-entrance-examination-for-biotechnology","JNU CEEB","Jawaharlal Nehru University Combined Entrance Examination for Biotechnology","official_source_reviewed","/exam-logos/official-v1/7722150eeadc05d0350e831d.webp","https://jnu.ac.in/admissions","https://jnu.ac.in/sites/default/files/logo_0.png",""
"jcece-agriculture","JCECE","Jharkhand Combined Entrance Competitive Examination for Agriculture and Allied Courses","official_source_reviewed","/exam-logos/official-v1/342cf40b5b4ddfabc74b2d1c.webp","https://jceceb.jharkhand.gov.in/","https://jceceb.jharkhand.gov.in/assets/img/jcecebLogo.png",""
"wbjee-jeca","JECA","Joint Entrance for Computer Applications","official_source_reviewed","/exam-logos/official-v1/79bea5608067e790c3a8d0f3.webp","https://wbjeeb.nic.in/","https://cdnbbsr.s3waas.gov.in/s3d2a27e83d429f0dcae6b937cf440aeb1/uploads/2022/02/2022021879.jpg",""
"jee-advanced","JEE Advanced","Joint Entrance Examination (Advanced)","official_source_reviewed","/exam-logos/official-v1/b5a3ce3b78d5276f323522b7.webp","https://jeeadv.ac.in/","https://jeeadv.ac.in/images/logo2026.png",""
"jee-mains","JEE Main","Joint Entrance Examination (Main)","official_source_reviewed","/exam-logos/official-v1/79ccf53f16e85a28a9b90286.webp","https://nta.ac.in/cuetexam","https://nta.ac.in/img/NTA_logo.png",""
"jeecup","JEECUP","Uttar Pradesh Joint Entrance Examination (Polytechnic)","official_source_reviewed","/exam-logos/official-v1/cd2c14c6f2736af0b2038279.webp","https://jeecup.admissions.nic.in/","https://cdnbbsr.s3waas.gov.in/s325db67c5657914454081c6a18e93d6dd/uploads/2022/01/2022012945.png",""
"wbjee-jelet","JELET","Joint Entrance for Lateral Entry","official_source_reviewed","/exam-logos/official-v1/79bea5608067e790c3a8d0f3.webp","https://wbjeeb.nic.in/","https://cdnbbsr.s3waas.gov.in/s3d2a27e83d429f0dcae6b937cf440aeb1/uploads/2022/02/2022021879.jpg",""
"jemas-pg","JEMAS(PG)","Joint Entrance for Medical and Allied Sciences Postgraduate Courses","official_source_reviewed","/exam-logos/official-v1/79bea5608067e790c3a8d0f3.webp","https://wbjeeb.nic.in/","https://cdnbbsr.s3waas.gov.in/s3d2a27e83d429f0dcae6b937cf440aeb1/uploads/2022/02/2022021879.jpg",""
"jemscn","JEMScN","Joint Entrance for Master of Science Nursing","official_source_reviewed","/exam-logos/official-v1/79bea5608067e790c3a8d0f3.webp","https://wbjeeb.nic.in/","https://cdnbbsr.s3waas.gov.in/s3d2a27e83d429f0dcae6b937cf440aeb1/uploads/2022/02/2022021879.jpg",""
"jenpas-ug","JENPAS UG","Joint Entrance Test for Nursing, Paramedical and Allied Sciences Undergraduate Courses","official_source_reviewed","/exam-logos/official-v1/79bea5608067e790c3a8d0f3.webp","https://wbjeeb.nic.in/","https://cdnbbsr.s3waas.gov.in/s3d2a27e83d429f0dcae6b937cf440aeb1/uploads/2022/02/2022021879.jpg",""
"jepbn","JEPBN","Joint Entrance for Post Basic Nursing","official_source_reviewed","/exam-logos/official-v1/79bea5608067e790c3a8d0f3.webp","https://wbjeeb.nic.in/","https://cdnbbsr.s3waas.gov.in/s3d2a27e83d429f0dcae6b937cf440aeb1/uploads/2022/02/2022021879.jpg",""
"jest","JEST","Joint Entrance Screening Test","official_source_reviewed","/exam-logos/official-v1/da83265677e132848a8650e3.webp","https://www.jest.org.in/","https://www.jest.org.in/sites/default/files/logo_jest2026_web2.svg",""
"jharkhand-bed-entrance","Jharkhand B.Ed","Jharkhand B.Ed Combined Entrance Competitive Examination","official_source_reviewed","/exam-logos/official-v1/342cf40b5b4ddfabc74b2d1c.webp","https://jceceb.jharkhand.gov.in/","https://jceceb.jharkhand.gov.in/assets/img/jcecebLogo.png",""
"jharkhand-bped-entrance","Jharkhand B.P.Ed","Jharkhand B.P.Ed Combined Entrance Competitive Examination","official_source_reviewed","/exam-logos/official-v1/342cf40b5b4ddfabc74b2d1c.webp","https://jceceb.jharkhand.gov.in/","https://jceceb.jharkhand.gov.in/assets/img/jcecebLogo.png",""
"jcece","JCECE","Jharkhand Combined Entrance Competitive Examination (JCECE)","official_source_reviewed","/exam-logos/official-v1/342cf40b5b4ddfabc74b2d1c.webp","https://jceceb.jharkhand.gov.in/","https://jceceb.jharkhand.gov.in/assets/img/jcecebLogo.png",""
"jharkhand-diploma-le","Jharkhand Diploma LE","Jharkhand Diploma Entrance Competitive Examination (Lateral Entry)","official_source_reviewed","/exam-logos/official-v1/342cf40b5b4ddfabc74b2d1c.webp","https://jceceb.jharkhand.gov.in/","https://jceceb.jharkhand.gov.in/assets/img/jcecebLogo.png",""
"jharkhand-engineering-le","Jharkhand Engineering LE","Jharkhand Engineering Entrance Competitive Examination (Lateral Entry)","official_source_reviewed","/exam-logos/official-v1/342cf40b5b4ddfabc74b2d1c.webp","https://jceceb.jharkhand.gov.in/","https://jceceb.jharkhand.gov.in/assets/img/jcecebLogo.png",""
"jharkhand-med-entrance","Jharkhand M.Ed","Jharkhand M.Ed Combined Entrance Competitive Examination","official_source_reviewed","/exam-logos/official-v1/342cf40b5b4ddfabc74b2d1c.webp","https://jceceb.jharkhand.gov.in/","https://jceceb.jharkhand.gov.in/assets/img/jcecebLogo.png",""
"jharkhand-pece","PECE","Jharkhand Polytechnic Entrance Competitive Examination","official_source_reviewed","/exam-logos/official-v1/342cf40b5b4ddfabc74b2d1c.webp","https://jceceb.jharkhand.gov.in/","https://jceceb.jharkhand.gov.in/assets/img/jcecebLogo.png",""
"jipmat","JIPMAT","Joint Integrated Programme in Management Admission Test","official_source_reviewed","/exam-logos/official-v1/79ccf53f16e85a28a9b90286.webp","https://nta.ac.in/cuetexam","https://nta.ac.in/img/NTA_logo.png",""
"jkcet","JKCET","Jammu and Kashmir Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/8d665f84d7d9a1fa9744acc7.webp","https://www.jkbopee.gov.in/","https://jkbopee.gov.in/imgn/jkbopee.jpg",""
"jmi-ba-llb","JMI B.A. LL.B.","Jamia Millia Islamia B.A. LL.B. Entrance Examination","official_source_reviewed","/exam-logos/official-v1/3e3988765d21f67b15999317.webp","https://admission.jmi.ac.in/","https://jmi.ac.in/assets/images/logo/logo.svg",""
"jmi-bed","JMI B.Ed","Jamia Millia Islamia Bachelor of Education Entrance Examination","official_source_reviewed","/exam-logos/official-v1/3e3988765d21f67b15999317.webp","https://admission.jmi.ac.in/","https://jmi.ac.in/assets/images/logo/logo.svg",""
"jmi-mba","JMI MBA","Jamia Millia Islamia Master of Business Administration Entrance Examination","official_source_reviewed","/exam-logos/official-v1/3e3988765d21f67b15999317.webp","https://admission.jmi.ac.in/","https://jmi.ac.in/assets/images/logo/logo.svg",""
"jmi-mca","JMI MCA","Jamia Millia Islamia Master of Computer Applications Entrance Examination","official_source_reviewed","/exam-logos/official-v1/3e3988765d21f67b15999317.webp","https://admission.jmi.ac.in/","https://jmi.ac.in/assets/images/logo/logo.svg",""
"joint-admission-test-for-masters","IIT JAM","Joint Admission Test for Masters","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/71/71ebd95df6ee76ae6db4c6f3ab69f1c9e89067d6775250659ca8fd24fd6ee035.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/71/71ebd95df6ee76ae6db4c6f3ab69f1c9e89067d6775250659ca8fd24fd6ee035.webp",""
"csir-ugc-net-june-2026","CSIR-UGC NET","Joint CSIR-University Grants Commission National Eligibility Test - June","official_source_reviewed","/exam-logos/official-v1/79ccf53f16e85a28a9b90286.webp","https://nta.ac.in/cuetexam","https://nta.ac.in/img/NTA_logo.png",""
"jexpo","JEXPO","Joint Entrance Exam for Polytechnics","official_source_reviewed","/exam-logos/official-v1/a8d4a144026c67e886db2a7c.webp","https://webscte.co.in/","https://webscte.co.in/assets/image/logo.png",""
"jee-mains-2","JEE-Mains - Session 2","Joint Entrance Examination (Mains) - Session 2","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/80/80f5c6347d7794221f803a436d8fa1699ca04017928282e284dcb819c5340f83.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/80/80f5c6347d7794221f803a436d8fa1699ca04017928282e284dcb819c5340f83.webp",""
"wb-jemat","WB JEMAT","Joint Entrance Management Aptitude Test","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/c9/c9ee018dec7fa9ba6c1dfef265c04ad0a28f13521b15c1520544bc82f002b552.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/c9/c9ee018dec7fa9ba6c1dfef265c04ad0a28f13521b15c1520544bc82f002b552.webp",""
"jset","JSET","Joint Entrance Screening Test","official_source_reviewed","/exam-logos/official-v1/da83265677e132848a8650e3.webp","https://www.jest.org.in/","https://www.jest.org.in/sites/default/files/logo_jest2026_web2.svg",""
"joint-integrated-programme-in-management-admission-test","JIPMAT","Joint Integrated Programme in Management Admission Test","official_source_reviewed","/exam-logos/official-v1/79ccf53f16e85a28a9b90286.webp","https://nta.ac.in/cuetexam","https://nta.ac.in/img/NTA_logo.png",""
"jpsc-combined-civil-services","JPSC Combined Civil Services","Jharkhand Combined Civil Services Examination","unresolved","","","","Official image path returned a loading animation, not the commission logo; rejected during visual review."
"kalinga-institute-of-industrial-technology-entrance-exam","KIITEE","Kalinga Institute of Industrial Technology Entrance Exam","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/f7/f74193858641247900e3a3879e9ee63c526714903f3e374e744b759304e1081a.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/f7/f74193858641247900e3a3879e9ee63c526714903f3e374e744b759304e1081a.webp",""
"karnataka-dcet","DCET","Karnataka Diploma Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/6c147de399c18b27191d67bd.webp","https://cetonline.karnataka.gov.in/kea/","https://cetonline.karnataka.gov.in/kea/assets/logos/kealogo.png",""
"kmat","KMAT","Karnataka Management Aptitude Test","official_source_reviewed","/exam-logos/official-v1/20200f0837fbdedb999b97a4.webp","https://www.kmatindia.com/","https://www.kmatindia.com/img/logo.jpg",""
"karnataka-pgcet","Karnataka PGCET","Karnataka Post Graduate Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/6c147de399c18b27191d67bd.webp","https://cetonline.karnataka.gov.in/kea/","https://cetonline.karnataka.gov.in/kea/assets/logos/kealogo.png",""
"karnataka-state-eligibility-test","KSET","Karnataka State Eligibility Test","official_source_reviewed","/exam-logos/official-v1/6c147de399c18b27191d67bd.webp","https://cetonline.karnataka.gov.in/kea/","https://cetonline.karnataka.gov.in/kea/assets/logos/kealogo.png",""
"kcet","KCET","Karnataka Common Entrance Test (KCET)","official_source_reviewed","/exam-logos/official-v1/6c147de399c18b27191d67bd.webp","https://cetonline.karnataka.gov.in/kea/","https://cetonline.karnataka.gov.in/kea/assets/logos/kealogo.png",""
"keam","KEAM","Kerala Engineering, Architecture and Medical Entrance Examination (KEAM)","official_source_reviewed","/exam-logos/official-v1/0f8f26e1cb8c2bb94a84bbf7.webp","https://cee.kerala.gov.in/pgnonline2026/","https://cee.kerala.gov.in/cee/img/gov_png.png",""
"kerala-kas","Kerala KAS","Kerala Administrative Service Examination","official_source_reviewed","/exam-logos/official-v1/33c24ed9f93018c92574e17d.webp","https://www.keralapsc.gov.in/kerala-administrative-service","https://www.keralapsc.gov.in/sites/default/files/logo-kpsc.png",""
"klee","KLEE","Kerala Law Entrance Exam","official_source_reviewed","/exam-logos/official-v1/0f8f26e1cb8c2bb94a84bbf7.webp","https://cee.kerala.gov.in/pgnonline2026/","https://cee.kerala.gov.in/cee/img/gov_png.png",""
"kerala-llm","Kerala LL.M","Kerala LL.M Entrance Examination","official_source_reviewed","/exam-logos/official-v1/0f8f26e1cb8c2bb94a84bbf7.webp","https://cee.kerala.gov.in/pgnonline2026/","https://cee.kerala.gov.in/cee/img/gov_png.png",""
"kerala-pg-nursing","Kerala PG Nursing","Kerala Post Graduate Degree in Nursing Entrance Examination","official_source_reviewed","/exam-logos/official-v1/0f8f26e1cb8c2bb94a84bbf7.webp","https://cee.kerala.gov.in/pgnonline2026/","https://cee.kerala.gov.in/cee/img/gov_png.png",""
"kerala-set","Kerala SET","Kerala State Eligibility Test","official_source_reviewed","/exam-logos/official-v1/79fd28c0292ee803300b49eb.webp","https://lbscentre.kerala.gov.in/","https://lbscentre.kerala.gov.in/images/logo.png",""
"kiitee","KIITEE","Kalinga Institute of Industrial Technology Entrance Examination","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/f7/f74193858641247900e3a3879e9ee63c526714903f3e374e744b759304e1081a.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/f7/f74193858641247900e3a3879e9ee63c526714903f3e374e744b759304e1081a.webp",""
"kvpy","KVPY","Kishore Vaigyanik Protsahan Yojana","official_source_reviewed","/exam-logos/official-v1/9960d280babaa575563474a0.webp","https://iisc.ac.in/","https://www.iisc.ac.in/wp-content/uploads/2016/06/logo-iisc.png",""
"klee-3-year-llb","KLEE 3-Year LL.B.","Kerala Law Entrance Examination for Three-Year LL.B.","official_source_reviewed","/exam-logos/official-v1/0f8f26e1cb8c2bb94a84bbf7.webp","https://cee.kerala.gov.in/pgnonline2026/","https://cee.kerala.gov.in/cee/img/gov_png.png",""
"klee-5-year-llb","KLEE 5-Year LL.B.","Kerala Law Entrance Examination for Integrated Five-Year LL.B.","official_source_reviewed","/exam-logos/official-v1/0f8f26e1cb8c2bb94a84bbf7.webp","https://cee.kerala.gov.in/pgnonline2026/","https://cee.kerala.gov.in/cee/img/gov_png.png",""
"kleee","KLEEE","KL Engineering Entrance Examination","official_source_reviewed","/exam-logos/official-v1/76e664dc476dcad3b33206f4.webp","https://www.kluniversity.in/","https://www.kluniversity.in/img/KLU-Hedder-main.jpg",""
"kmat-karnataka","KMAT Karnataka","Karnataka Management Aptitude Test","official_source_reviewed","/exam-logos/official-v1/20200f0837fbdedb999b97a4.webp","https://www.kmatindia.com/","https://www.kmatindia.com/img/logo.jpg",""
"kmat-kerala","KMAT Kerala","Kerala Management Aptitude Test","official_source_reviewed","/exam-logos/official-v1/0f8f26e1cb8c2bb94a84bbf7.webp","https://cee.kerala.gov.in/pgnonline2026/","https://cee.kerala.gov.in/cee/img/gov_png.png",""
"kpsc-kas","KPSC KAS","Karnataka Administrative Service / Gazetted Probationers Examination","unresolved","","","","Official KPSC host returned malformed HTTP headers; HTTP retry timed out. No alternative official mark verified."
"ks-dat","KS-DAT","Kerala State Design Aptitude Test","official_source_reviewed","/exam-logos/official-v1/79fd28c0292ee803300b49eb.webp","https://lbsapplications.kerala.gov.in/ksdat2026/","https://lbsapplications.kerala.gov.in/ksdat2026/images/logo.png",""
"kset","KSET","Karnataka State Eligibility Test","official_source_reviewed","/exam-logos/official-v1/6c147de399c18b27191d67bd.webp","https://cetonline.karnataka.gov.in/kea/","https://cetonline.karnataka.gov.in/kea/assets/logos/kealogo.png",""
"kuat-entrance-exam","KUAT","KUAT Entrance Exam","official_source_reviewed","/exam-logos/official-v1/ac513f8f3dec0b069902c44d.webp","https://karnavatiuniversity.edu.in/application/","https://karnavatiuniversity.edu.in/wp-content/uploads/2025/12/KU-X-NAAC-A-Logo_Web-01.webp",""
"law-faculty-admission-test","LFAT","Law Faculty Admission Test","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/74/74cf14db114badb83b75fe4c2af9d880d5dea82fdae3de638960bfd934f83c62.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/74/74cf14db114badb83b75fe4c2af9d880d5dea82fdae3de638960bfd934f83c62.webp",""
"lsat","LSAT","Law School Admission Test","official_source_reviewed","/exam-logos/official-v1/fc40a6f1e7f5e49b5c25156a.webp","https://www.lsac.org/lsat","https://www.lsac.org/themes/custom/lsac/images/logo.png",""
"lic-aao","LIC AAO","LIC Assistant Administrative Officer Recruitment Examination","official_source_reviewed","/exam-logos/official-v1/aa60838c1fef267390c23aff.webp","https://licindia.in/","https://licindia.in/documents/d/guest/lic_log_updated",""
"lpunest","LPUNEST","Lovely Professional University National Entrance and Scholarship Test","official_source_reviewed","/exam-logos/official-v1/83ffd6cbec4c0bbe93b916ce.webp","https://www.lpu.in/nest/","https://www.lpu.in/images/logo/LPU-logo-dark.svg",""
"lucknow-university-enterence-exam","Lucknow University Entrance Exam","LUCKNOW UNIVERSITY ENTERENCE EXAM","official_source_reviewed","/exam-logos/official-v1/00664c4b2390af69f516e0a1.webp","https://www.lkouniv.ac.in/","https://www.lkouniv.ac.in/images/footlogo.png",""
"madhya-pradesh-pre-polytechnic-test","MP PPT","Madhya Pradesh Pre Polytechnic Test","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/6c/6c3ab5a21fc4e53c4f6f8138d459a39d20730b8f84e9aa4924def8565c95bbba.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/6c/6c3ab5a21fc4e53c4f6f8138d459a39d20730b8f84e9aa4924def8565c95bbba.webp",""
"madhya-pradesh-public-service-commission","MPPSC","Madhya Pradesh Public Service Commission","official_source_reviewed","/exam-logos/official-v1/170bfba1cf929b63da1182ab.webp","https://mppsc.mp.gov.in/","https://mppsc.mp.gov.in//assets/img/logo.png",""
"mah-aac-cet","MAH AAC CET","Maharashtra Applied Arts and Crafts Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/87259f471cf3e25a8bf0251f.webp","https://cetcell.mahacet.org/","https://cetcell.mahacet.org/wp-content/uploads/2025/01/Seal_of_Maharashtra.svg.png-removebg-preview.png",""
"mah-bdesign-cet","MAH B.Design CET","Maharashtra Bachelor of Design Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/87259f471cf3e25a8bf0251f.webp","https://cetcell.mahacet.org/","https://cetcell.mahacet.org/wp-content/uploads/2025/01/Seal_of_Maharashtra.svg.png-removebg-preview.png",""
"mah-bed-cet","MAH B.Ed CET","Maharashtra Bachelor of Education Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/87259f471cf3e25a8bf0251f.webp","https://cetcell.mahacet.org/","https://cetcell.mahacet.org/wp-content/uploads/2025/01/Seal_of_Maharashtra.svg.png-removebg-preview.png",""
"mah-bed-med-integrated-cet","MAH B.Ed-M.Ed CET","Maharashtra B.Ed-M.Ed Integrated Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/87259f471cf3e25a8bf0251f.webp","https://cetcell.mahacet.org/","https://cetcell.mahacet.org/wp-content/uploads/2025/01/Seal_of_Maharashtra.svg.png-removebg-preview.png",""
"mah-bped-cet","MAH B.P.Ed CET","Maharashtra Bachelor of Physical Education Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/87259f471cf3e25a8bf0251f.webp","https://cetcell.mahacet.org/","https://cetcell.mahacet.org/wp-content/uploads/2025/01/Seal_of_Maharashtra.svg.png-removebg-preview.png",""
"mah-bba-bca-bms-bbm-cet","MAH BBA/BCA/BMS/BBM CET","Maharashtra Common Entrance Test for BBA, BCA, BMS, BBM and BHMCT Routes","official_source_reviewed","/exam-logos/official-v1/87259f471cf3e25a8bf0251f.webp","https://cetcell.mahacet.org/","https://cetcell.mahacet.org/wp-content/uploads/2025/01/Seal_of_Maharashtra.svg.png-removebg-preview.png",""
"mah-llb-3-year-cet","MAH LL.B. 3-Year CET","Maharashtra Common Entrance Test for 3-Year LL.B.","official_source_reviewed","/exam-logos/official-v1/87259f471cf3e25a8bf0251f.webp","https://cetcell.mahacet.org/","https://cetcell.mahacet.org/wp-content/uploads/2025/01/Seal_of_Maharashtra.svg.png-removebg-preview.png",""
"mah-llb-5-year-cet","MAH LL.B. 5-Year CET","Maharashtra Common Entrance Test for 5-Year LL.B.","official_source_reviewed","/exam-logos/official-v1/87259f471cf3e25a8bf0251f.webp","https://cetcell.mahacet.org/","https://cetcell.mahacet.org/wp-content/uploads/2025/01/Seal_of_Maharashtra.svg.png-removebg-preview.png",""
"mah-med-cet","MAH M.Ed CET","Maharashtra Master of Education Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/87259f471cf3e25a8bf0251f.webp","https://cetcell.mahacet.org/","https://cetcell.mahacet.org/wp-content/uploads/2025/01/Seal_of_Maharashtra.svg.png-removebg-preview.png",""
"mah-mhmct-cet","MAH M.HMCT CET","Maharashtra Master of Hotel Management and Catering Technology Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/87259f471cf3e25a8bf0251f.webp","https://cetcell.mahacet.org/","https://cetcell.mahacet.org/wp-content/uploads/2025/01/Seal_of_Maharashtra.svg.png-removebg-preview.png",""
"mah-mped-cet","MAH M.P.Ed CET","Maharashtra Master of Physical Education Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/87259f471cf3e25a8bf0251f.webp","https://cetcell.mahacet.org/","https://cetcell.mahacet.org/wp-content/uploads/2025/01/Seal_of_Maharashtra.svg.png-removebg-preview.png",""
"mah-mba-mms-cet","MAH MBA/MMS CET","Maharashtra MBA/MMS Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/87259f471cf3e25a8bf0251f.webp","https://cetcell.mahacet.org/","https://cetcell.mahacet.org/wp-content/uploads/2025/01/Seal_of_Maharashtra.svg.png-removebg-preview.png",""
"mah-mca-cet","MAH MCA CET","Maharashtra MCA Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/87259f471cf3e25a8bf0251f.webp","https://cetcell.mahacet.org/","https://cetcell.mahacet.org/wp-content/uploads/2025/01/Seal_of_Maharashtra.svg.png-removebg-preview.png",""
"mah-b-hmct-cet","MAH B.HMCT CET","Maharashtra Bachelor of Hotel Management and Catering Technology Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/87259f471cf3e25a8bf0251f.webp","https://cetcell.mahacet.org/","https://cetcell.mahacet.org/wp-content/uploads/2025/01/Seal_of_Maharashtra.svg.png-removebg-preview.png",""
"maharashtra-common-entrance-test","MHT CET","Maharashtra Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/ff8c39332384bba34a1cd05a.webp","https://cetcell.mahacet.org/cms-notices/","https://cetcell.mahacet.org/wp-content/uploads/2025/01/Seal_of_Maharashtra.svg.png-removebg-preview.png.webp",""
"mah-mba-cet","MAH MBA CET","Maharashtra Common Entrance Test for MBA/MMS","official_source_reviewed","/exam-logos/official-v1/87259f471cf3e25a8bf0251f.webp","https://cetcell.mahacet.org/","https://cetcell.mahacet.org/wp-content/uploads/2025/01/Seal_of_Maharashtra.svg.png-removebg-preview.png",""
